45,1,1,2802,5,15,1,2021-03-16 01:50:04.993
46,1,1,1215,10,10,1,2021-03-16 01:50:04.993
47,1,1,2806,5,6,1,2021-03-16 01:50:04.993
48,1,1,2768,4,9,1,2021-03-16 01:50:04.993
49,1,1,2046,9,11,1,2021-03-16 01:50:04.993
50,1,1,1809,9,8,1,2021-03-16 01:50:04.993
51,1,1,713,7,8,1,2021-03-16 01:50:04.993
52,1,1,2433,8,6,1,2021-03-16 01:50:04.993
53,1,1,2200,4,13,1,2021-03-16 01:50:04.993
54,1,1,2985,8,12,1,2021-03-16 01:50:04.993
55,1,1,2180,6,5,1,2021-03-16 01:50:04.993
56,1,1,515,10,8,1,2021-03-16 01:50:04.993
57,1,1,1085,4,14,1,2021-03-16 01:50:04.993
58,1,1,1358,9,6,1,2021-03-16 01:50:04.993
59,1,1,1117,4,8,1,2021-03-16 01:50:04.993
60,1,1,2380,1,13,1,2021-03-16 01:50:04.993
61,1,1,2516,1,7,1,2021-03-16 01:50:04.993
62,1,1,2591,9,11,1,2021-03-16 01:50:04.993
63,1,1,1722,6,7,1,2021-03-16 01:50:04.993
64,1,1,685,7,8,1,2021-03-16 01:50:04.993
65,1,1,1156,2,12,1,2021-03-16 01:50:04.993
66,1,1,2616,4,10,1,2021-03-16 01:50:04.994
67,1,1,2735,8,6,1,2021-03-16 01:50:04.994
68,1,1,237,10,7,1,2021-03-16 01:50:04.994
69,1,1,1892,3,14,1,2021-03-16 01:50:04.994
70,1,1,2298,8,13,1,2021-03-16 01:50:04.994
71,1,1,2261,10,8,1,2021-03-16 01:50:04.994
72,1,1,2864,8,15,1,2021-03-16 01:50:04.994
73,1,1,1773,3,11,1,2021-03-16 01:50:04.994
74,1,1,258,1,15,1,2021-03-16 01:50:04.994
75,1,1,2129,8,15,1,2021-03-16 01:50:04.994
76,1,1,1220,2,15,1,2021-03-16 01:50:04.994
77,1,1,365,3,11,1,2021-03-16 01:50:04.994
78,1,1,2752,6,5,1,2021-03-16 01:50:04.994
79,1,1,2417,7,7,1,2021-03-16 01:50:04.994
80,1,1,2429,2,10,1,2021-03-16 01:50:04.994
81,1,1,488,4,6,1,2021-03-16 01:50:04.994
82,1,1,1018,7,15,1,2021-03-16 01:50:04.994
83,1,1,2706,5,7,1,2021-03-16 01:50:04.994
84,1,1,1422,6,13,1,2021-03-16 01:50:04.995
85,1,1,1161,1,12,1,2021-03-16 01:50:04.995
86,1,1,1147,3,14,1,2021-03-16 01:50:04.995
87,1,1,1009,4,14,1,2021-03-16 01:50:04.995
88,1,1,413,10,13,1,2021-03-16 01:50:04.995
89,1,1,2153,4,6,1,2021-03-16 01:50:04.995
90,1,1,928,2,15,1,2021-03-16 01:50:04.995
91,1,1,1316,10,10,1,2021-03-16 01:50:04.995
92,1,1,969,2,8,1,2021-03-16 01:50:04.995
93,1,1,2002,2,12,1,2021-03-16 01:50:04.995
94,1,1,30,6,9,1,2021-03-16 01:50:04.995
95,1,1,796,2,6,1,2021-03-16 01:50:04.995
96,1,1,2522,9,13,1,2021-03-16 01:50:04.995
97,1,1,12,9,7,1,2021-03-16 01:50:04.995
98,1,1,533,9,8,1,2021-03-16 01:50:04.995
99,1,1,1880,9,14,1,2021-03-16 01:50:04.995
100,1,1,1422,8,10,1,2021-03-16 01:50:04.995
101,1,1,2533,1,9,1,2021-03-16 01:50:04.995
102,1,1,723,5,6,1,2021-03-16 01:50:04.995
103,1,1,2494,7,13,1,2021-03-16 01:50:04.995
104,1,1,1258,9,6,1,2021-03-16 01:50:04.995
105,1,1,1111,6,13,1,2021-03-16 01:50:04.995
106,1,1,1848,6,14,1,2021-03-16 01:50:04.995
107,1,1,684,9,12,1,2021-03-16 01:50:04.996
108,1,1,1684,10,7,1,2021-03-16 01:50:04.996
109,1,1,2690,2,11,1,2021-03-16 01:50:04.996
110,1,1,2481,10,7,1,2021-03-16 01:50:04.996
111,1,1,2859,7,15,1,2021-03-16 01:50:04.996
112,1,1,776,3,10,1,2021-03-16 01:50:04.996
113,1,1,2657,6,7,1,2021-03-16 01:50:04.996
114,1,1,2782,8,6,1,2021-03-16 01:50:04.996
115,1,1,1797,8,9,1,2021-03-16 01:50:04.996
116,1,1,2397,3,15,1,2021-03-16 01:50:04.996
117,1,1,633,8,8,1,2021-03-16 01:50:04.996
118,1,1,2963,7,15,1,2021-03-16 01:50:04.996
119,1,1,1207,7,11,1,2021-03-16 01:50:04.996
120,1,1,1921,5,15,1,2021-03-16 01:50:04.996
121,1,1,2244,8,15,1,2021-03-16 01:50:04.996
122,1,1,841,2,15,1,2021-03-16 01:50:04.996
123,1,1,2999,7,10,1,2021-03-16 01:50:04.996
124,1,1,2720,8,13,1,2021-03-16 01:50:04.996
125,1,1,233,5,14,1,2021-03-16 01:50:04.996
126,1,1,1530,5,6,1,2021-03-16 01:50:04.996
127,1,1,1867,3,11,1,2021-03-16 01:50:04.996
128,1,1,2005,8,5,1,2021-03-16 01:50:04.996
129,1,1,803,6,12,1,2021-03-16 01:50:04.996
130,1,1,2224,1,5,1,2021-03-16 01:50:04.996
131,1,1,1824,6,7,1,2021-03-16 01:50:04.996
132,1,1,2619,10,7,1,2021-03-16 01:50:04.996
133,1,1,1585,7,12,1,2021-03-16 01:50:04.997
134,1,1,152,6,13,1,2021-03-16 01:50:04.997
135,1,1,895,9,6,1,2021-03-16 01:50:04.997
136,1,1,2028,3,5,1,2021-03-16 01:50:04.997
137,1,1,324,6,10,1,2021-03-16 01:50:04.997
138,1,1,228,5,7,1,2021-03-16 01:50:04.997
139,1,1,1480,8,11,1,2021-03-16 01:50:04.997
140,1,1,2240,5,14,1,2021-03-16 01:50:04.997
141,1,1,434,4,6,1,2021-03-16 01:50:04.997
142,1,1,794,10,5,1,2021-03-16 01:50:04.997
143,1,1,355,5,14,1,2021-03-16 01:50:04.997
144,1,1,344,9,10,1,2021-03-16 01:50:04.997
145,1,1,1030,9,5,1,2021-03-16 01:50:04.997
146,1,1,2046,4,11,1,2021-03-16 01:50:04.997
147,1,1,1943,10,9,1,2021-03-16 01:50:04.997
148,1,1,492,2,9,1,2021-03-16 01:50:04.997
149,1,1,450,2,9,1,2021-03-16 01:50:04.997
150,1,1,1037,1,15,1,2021-03-16 01:50:04.997
151,1,1,198,9,11,1,2021-03-16 01:50:04.997
152,1,1,2385,1,6,1,2021-03-16 01:50:04.997
153,1,1,2140,1,7,1,2021-03-16 01:50:04.997
154,1,1,2246,8,11,1,2021-03-16 01:50:04.997
155,1,1,658,4,9,1,2021-03-16 01:50:04.997
156,1,1,2350,3,9,1,2021-03-16 01:50:04.997
157,1,1,2347,9,11,1,2021-03-16 01:50:04.997
158,1,1,149,9,15,1,2021-03-16 01:50:04.997
159,1,1,2634,10,6,1,2021-03-16 01:50:04.997
160,1,1,1624,4,15,1,2021-03-16 01:50:04.997
161,1,1,775,10,14,1,2021-03-16 01:50:04.998
162,1,1,670,9,11,1,2021-03-16 01:50:04.998
163,1,1,2579,9,14,1,2021-03-16 01:50:04.998
164,1,1,1529,9,8,1,2021-03-16 01:50:04.998
165,1,1,2117,3,6,1,2021-03-16 01:50:04.998
166,1,1,2431,8,8,1,2021-03-16 01:50:04.998
167,1,1,1426,4,7,1,2021-03-16 01:50:04.998
168,1,1,384,5,9,1,2021-03-16 01:50:04.998
169,1,1,521,7,6,1,2021-03-16 01:50:04.998
170,1,1,1543,4,9,1,2021-03-16 01:50:04.998
171,1,1,1049,1,11,1,2021-03-16 01:50:04.998
172,1,1,1133,2,13,1,2021-03-16 01:50:04.998
173,1,1,2429,3,6,1,2021-03-16 01:50:04.998
174,1,1,2390,3,9,1,2021-03-16 01:50:04.998
175,1,1,2829,6,10,1,2021-03-16 01:50:04.998
176,1,1,46,3,9,1,2021-03-16 01:50:04.998
177,1,1,87,3,7,1,2021-03-16 01:50:04.998
178,1,1,2432,6,14,1,2021-03-16 01:50:04.998
179,1,1,1196,1,5,1,2021-03-16 01:50:04.998
180,1,1,1632,7,5,1,2021-03-16 01:50:04.998
181,1,1,103,3,10,1,2021-03-16 01:50:04.998
182,1,1,2836,2,15,1,2021-03-16 01:50:04.998
183,1,1,2197,10,15,1,2021-03-16 01:50:04.998
184,1,1,1668,6,14,1,2021-03-16 01:50:04.998
185,1,1,2989,1,15,1,2021-03-16 01:50:04.998
186,1,1,2051,10,9,1,2021-03-16 01:50:04.999
187,1,1,1985,4,5,1,2021-03-16 01:50:04.999
188,1,1,1556,8,9,1,2021-03-16 01:50:04.999
189,1,1,204,5,9,1,2021-03-16 01:50:04.999
190,1,1,1668,2,12,1,2021-03-16 01:50:04.999
191,1,1,875,4,8,1,2021-03-16 01:50:04.999
192,1,1,99,10,8,1,2021-03-16 01:50:04.999
193,1,1,2936,3,10,1,2021-03-16 01:50:04.999
194,1,1,845,3,8,1,2021-03-16 01:50:04.999
195,1,1,973,7,8,1,2021-03-16 01:50:04.999
196,1,1,1859,10,7,1,2021-03-16 01:50:04.999
197,1,1,2164,7,15,1,2021-03-16 01:50:04.999
198,1,1,1777,8,5,1,2021-03-16 01:50:04.999
199,1,1,1559,8,13,1,2021-03-16 01:50:04.999
200,1,1,1177,7,13,1,2021-03-16 01:50:04.999
201,1,1,57,7,11,1,2021-03-16 01:50:04.999
202,1,1,1973,5,9,1,2021-03-16 01:50:04.999
203,1,1,82,7,11,1,2021-03-16 01:50:04.999
204,1,1,26,3,10,1,2021-03-16 01:50:04.999
205,1,1,822,7,8,1,2021-03-16 01:50:04.999
206,1,1,708,3,14,1,2021-03-16 01:50:04.999
207,1,1,338,2,13,1,2021-03-16 01:50:04.999
208,1,1,2178,7,10,1,2021-03-16 01:50:04.999
209,1,1,2442,10,10,1,2021-03-16 01:50:05.0
210,1,1,1982,4,8,1,2021-03-16 01:50:05.0
211,1,1,1035,6,12,1,2021-03-16 01:50:05.0
212,1,1,2347,2,5,1,2021-03-16 01:50:05.0
213,1,1,2757,5,12,1,2021-03-16 01:50:05.0
214,1,1,2250,1,9,1,2021-03-16 01:50:05.0
215,1,1,1373,3,8,1,2021-03-16 01:50:05.0
216,1,1,1599,10,13,1,2021-03-16 01:50:05.0
217,1,1,228,1,15,1,2021-03-16 01:50:05.0
218,1,1,2605,6,8,1,2021-03-16 01:50:05.0
219,1,1,869,3,12,1,2021-03-16 01:50:05.0
220,1,1,2220,3,12,1,2021-03-16 01:50:05.0
221,1,1,1874,10,11,1,2021-03-16 01:50:05.0
222,1,1,2610,3,12,1,2021-03-16 01:50:05.0
223,1,1,4,9,13,1,2021-03-16 01:50:05.0
224,1,1,1903,2,11,1,2021-03-16 01:50:05.0
225,1,1,1273,10,14,1,2021-03-16 01:50:05.0
226,1,1,1318,2,14,1,2021-03-16 01:50:05.0
227,1,1,277,5,8,1,2021-03-16 01:50:05.0
228,1,1,2021,8,13,1,2021-03-16 01:50:05.0
229,1,1,2258,2,5,1,2021-03-16 01:50:05.0
230,1,1,770,2,9,1,2021-03-16 01:50:05.0
231,1,1,1525,3,9,1,2021-03-16 01:50:05.0
232,1,1,2018,6,9,1,2021-03-16 01:50:05.0
233,1,1,1745,6,5,1,2021-03-16 01:50:05.0
234,1,1,1656,7,5,1,2021-03-16 01:50:05.0
235,1,1,1040,9,12,1,2021-03-16 01:50:05.001
236,1,1,2260,6,15,1,2021-03-16 01:50:05.001
237,1,1,2445,10,15,1,2021-03-16 01:50:05.001
238,1,1,2456,5,10,1,2021-03-16 01:50:05.001
239,1,1,1572,10,12,1,2021-03-16 01:50:05.001
240,1,1,1991,4,10,1,2021-03-16 01:50:05.001
241,1,1,2902,1,10,1,2021-03-16 01:50:05.001
242,1,1,2058,3,5,1,2021-03-16 01:50:05.001
243,1,1,1416,5,8,1,2021-03-16 01:50:05.001
244,1,1,619,3,12,1,2021-03-16 01:50:05.001
245,1,1,752,5,14,1,2021-03-16 01:50:05.001
246,1,1,433,4,15,1,2021-03-16 01:50:05.001
247,1,1,1063,3,9,1,2021-03-16 01:50:05.001
248,1,1,2767,1,14,1,2021-03-16 01:50:05.001
249,1,1,237,7,13,1,2021-03-16 01:50:05.001
250,1,1,1484,6,11,1,2021-03-16 01:50:05.001
251,1,1,2432,1,10,1,2021-03-16 01:50:05.001
252,1,1,2120,2,11,1,2021-03-16 01:50:05.001
253,1,1,1477,7,15,1,2021-03-16 01:50:05.001
254,1,1,460,7,8,1,2021-03-16 01:50:05.001
255,1,1,2364,2,12,1,2021-03-16 01:50:05.001
256,1,1,2550,5,11,1,2021-03-16 01:50:05.001
257,1,1,1957,4,15,1,2021-03-16 01:50:05.001
258,1,1,203,5,10,1,2021-03-16 01:50:05.002
259,1,1,2496,10,5,1,2021-03-16 01:50:05.002
260,1,1,65,5,10,1,2021-03-16 01:50:05.002
261,1,1,2479,4,8,1,2021-03-16 01:50:05.002
262,1,1,1251,10,11,1,2021-03-16 01:50:05.002
263,1,1,253,4,9,1,2021-03-16 01:50:05.002
264,1,1,227,8,7,1,2021-03-16 01:50:05.002
265,1,1,295,5,5,1,2021-03-16 01:50:05.002
266,1,1,444,4,13,1,2021-03-16 01:50:05.002
267,1,1,2598,8,11,1,2021-03-16 01:50:05.002
268,1,1,1526,2,10,1,2021-03-16 01:50:05.002
269,1,1,2862,2,6,1,2021-03-16 01:50:05.002
270,1,1,1634,8,9,1,2021-03-16 01:50:05.002
271,1,1,2890,1,13,1,2021-03-16 01:50:05.002
272,1,1,806,6,8,1,2021-03-16 01:50:05.002
273,1,1,1530,10,8,1,2021-03-16 01:50:05.002
274,1,1,1315,8,13,1,2021-03-16 01:50:05.002
275,1,1,2688,5,6,1,2021-03-16 01:50:05.002
276,1,1,1856,3,13,1,2021-03-16 01:50:05.002
277,1,1,2180,9,14,1,2021-03-16 01:50:05.002
278,1,1,2329,1,9,1,2021-03-16 01:50:05.002
279,1,1,1269,6,15,1,2021-03-16 01:50:05.002
280,1,1,2090,1,6,1,2021-03-16 01:50:05.003
281,1,1,2708,10,13,1,2021-03-16 01:50:05.003
282,1,1,2710,8,12,1,2021-03-16 01:50:05.003
283,1,1,2592,9,11,1,2021-03-16 01:50:05.003
284,1,1,988,9,10,1,2021-03-16 01:50:05.003
285,1,1,2466,8,6,1,2021-03-16 01:50:05.003
286,1,1,523,2,14,1,2021-03-16 01:50:05.003
287,1,1,2961,5,14,1,2021-03-16 01:50:05.003
288,1,1,1792,6,7,1,2021-03-16 01:50:05.003
289,1,1,1954,9,14,1,2021-03-16 01:50:05.003
290,1,1,206,1,7,1,2021-03-16 01:50:05.003
291,1,1,2572,4,12,1,2021-03-16 01:50:05.003
292,1,1,1389,3,9,1,2021-03-16 01:50:05.003
293,1,1,1471,7,12,1,2021-03-16 01:50:05.003
294,1,1,1031,2,5,1,2021-03-16 01:50:05.003
295,1,1,2444,1,14,1,2021-03-16 01:50:05.003
296,1,1,1692,6,11,1,2021-03-16 01:50:05.003
297,1,1,702,3,6,1,2021-03-16 01:50:05.003
298,1,1,2470,2,10,1,2021-03-16 01:50:05.003
299,1,1,2510,1,11,1,2021-03-16 01:50:05.003
300,1,1,2890,9,9,1,2021-03-16 01:50:05.003
301,1,1,2167,9,7,1,2021-03-16 01:50:05.003
302,1,1,721,2,9,1,2021-03-16 01:50:05.003
303,1,1,229,5,8,1,2021-03-16 01:50:05.003
304,1,1,11,6,9,1,2021-03-16 01:50:05.003
305,1,1,2601,8,9,1,2021-03-16 01:50:05.004
306,1,1,2324,8,13,1,2021-03-16 01:50:05.004
307,1,1,254,9,6,1,2021-03-16 01:50:05.004
308,1,1,969,9,15,1,2021-03-16 01:50:05.004
309,1,1,2743,8,8,1,2021-03-16 01:50:05.004
310,1,1,770,4,8,1,2021-03-16 01:50:05.004
311,1,1,1059,10,14,1,2021-03-16 01:50:05.004
312,1,1,574,4,9,1,2021-03-16 01:50:05.004
313,1,1,2397,9,10,1,2021-03-16 01:50:05.004
314,1,1,2166,8,11,1,2021-03-16 01:50:05.004
315,1,1,1087,10,11,1,2021-03-16 01:50:05.004
316,1,1,661,7,14,1,2021-03-16 01:50:05.004
317,1,1,2381,8,12,1,2021-03-16 01:50:05.004
318,1,1,1546,9,15,1,2021-03-16 01:50:05.005
319,1,1,764,10,9,1,2021-03-16 01:50:05.005
320,1,1,239,7,7,1,2021-03-16 01:50:05.005
321,1,1,1467,4,12,1,2021-03-16 01:50:05.005
322,1,1,1629,9,11,1,2021-03-16 01:50:05.005
323,1,1,1466,10,6,1,2021-03-16 01:50:05.005
324,1,1,2558,5,5,1,2021-03-16 01:50:05.005
325,1,1,291,10,14,1,2021-03-16 01:50:05.005
326,1,1,349,7,15,1,2021-03-16 01:50:05.006
327,1,1,398,3,10,1,2021-03-16 01:50:05.006
328,1,1,460,2,10,1,2021-03-16 01:50:05.006
329,1,1,1968,1,11,1,2021-03-16 01:50:05.006
330,1,1,1318,2,15,1,2021-03-16 01:50:05.006
331,1,1,1278,6,8,1,2021-03-16 01:50:05.006
332,1,1,475,6,6,1,2021-03-16 01:50:05.006
333,1,1,1628,8,9,1,2021-03-16 01:50:05.006
334,1,1,2924,3,10,1,2021-03-16 01:50:05.006
335,1,1,2265,4,8,1,2021-03-16 01:50:05.006
336,1,1,236,8,7,1,2021-03-16 01:50:05.006
337,1,1,633,6,8,1,2021-03-16 01:50:05.006
338,1,1,2226,9,13,1,2021-03-16 01:50:05.006
339,1,1,86,7,8,1,2021-03-16 01:50:05.006
340,1,1,1275,2,8,1,2021-03-16 01:50:05.006
341,1,1,1355,10,14,1,2021-03-16 01:50:05.006
342,1,1,938,3,5,1,2021-03-16 01:50:05.007
343,1,1,555,5,14,1,2021-03-16 01:50:05.007
344,1,1,824,6,13,1,2021-03-16 01:50:05.007
345,1,1,711,9,12,1,2021-03-16 01:50:05.007
346,1,1,568,9,8,1,2021-03-16 01:50:05.007
347,1,1,1680,2,6,1,2021-03-16 01:50:05.007
348,1,1,175,2,6,1,2021-03-16 01:50:05.007
349,1,1,53,6,11,1,2021-03-16 01:50:05.007
350,1,1,1617,10,6,1,2021-03-16 01:50:05.007
351,1,1,951,2,8,1,2021-03-16 01:50:05.007
352,1,1,2661,1,8,1,2021-03-16 01:50:05.007
353,1,1,728,4,10,1,2021-03-16 01:50:05.007
354,1,1,581,7,7,1,2021-03-16 01:50:05.007
355,1,1,709,10,12,1,2021-03-16 01:50:05.007
356,1,1,262,4,12,1,2021-03-16 01:50:05.007
357,1,1,304,1,11,1,2021-03-16 01:50:05.007
358,1,1,567,5,7,1,2021-03-16 01:50:05.007
359,1,1,1904,9,5,1,2021-03-16 01:50:05.007
360,1,1,2053,8,6,1,2021-03-16 01:50:05.007
361,1,1,944,3,10,1,2021-03-16 01:50:05.007
362,1,1,407,9,13,1,2021-03-16 01:50:05.007
363,1,1,1461,5,8,1,2021-03-16 01:50:05.007
364,1,1,475,1,11,1,2021-03-16 01:50:05.007
365,1,1,1567,2,11,1,2021-03-16 01:50:05.007
366,1,1,1222,8,14,1,2021-03-16 01:50:05.007
367,1,1,736,1,7,1,2021-03-16 01:50:05.007
368,1,1,1041,1,13,1,2021-03-16 01:50:05.007
369,1,1,1287,10,10,1,2021-03-16 01:50:05.008
370,1,1,467,9,15,1,2021-03-16 01:50:05.008
371,1,1,1748,5,14,1,2021-03-16 01:50:05.008
372,1,1,2216,4,10,1,2021-03-16 01:50:05.008
373,1,1,1768,9,13,1,2021-03-16 01:50:05.008
374,1,1,2062,9,6,1,2021-03-16 01:50:05.008
375,1,1,2648,4,7,1,2021-03-16 01:50:05.008
376,1,1,277,10,5,1,2021-03-16 01:50:05.008
377,1,1,174,10,8,1,2021-03-16 01:50:05.008
378,1,1,2370,3,6,1,2021-03-16 01:50:05.008
379,1,1,2506,1,14,1,2021-03-16 01:50:05.008
380,1,1,357,5,13,1,2021-03-16 01:50:05.008
381,1,1,2244,6,15,1,2021-03-16 01:50:05.008
382,1,1,174,3,12,1,2021-03-16 01:50:05.008
383,1,1,1852,4,8,1,2021-03-16 01:50:05.008
384,1,1,350,6,15,1,2021-03-16 01:50:05.008
385,1,1,2117,8,6,1,2021-03-16 01:50:05.008
386,1,1,1187,10,8,1,2021-03-16 01:50:05.008
387,1,1,2794,9,10,1,2021-03-16 01:50:05.008
388,1,1,1959,4,10,1,2021-03-16 01:50:05.008
389,1,1,1432,6,13,1,2021-03-16 01:50:05.008
390,1,1,776,7,10,1,2021-03-16 01:50:05.008
391,1,1,837,5,7,1,2021-03-16 01:50:05.008
392,1,1,528,4,11,1,2021-03-16 01:50:05.009
393,1,1,2887,2,12,1,2021-03-16 01:50:05.009
394,1,1,2041,6,5,1,2021-03-16 01:50:05.009
395,1,1,1702,5,8,1,2021-03-16 01:50:05.009
396,1,1,1342,7,5,1,2021-03-16 01:50:05.009
397,1,1,2269,10,6,1,2021-03-16 01:50:05.009
398,1,1,2532,7,11,1,2021-03-16 01:50:05.009
399,1,1,2505,7,12,1,2021-03-16 01:50:05.009
400,1,1,1096,3,7,1,2021-03-16 01:50:05.009
401,1,1,2253,6,6,1,2021-03-16 01:50:05.009
402,1,1,543,4,15,1,2021-03-16 01:50:05.009
403,1,1,1160,3,13,1,2021-03-16 01:50:05.009
404,1,1,1568,5,15,1,2021-03-16 01:50:05.009
405,1,1,590,7,11,1,2021-03-16 01:50:05.009
406,1,1,2555,7,7,1,2021-03-16 01:50:05.009
407,1,1,489,4,11,1,2021-03-16 01:50:05.009
408,1,1,869,6,7,1,2021-03-16 01:50:05.009
409,1,1,1387,2,13,1,2021-03-16 01:50:05.009
410,1,1,297,10,5,1,2021-03-16 01:50:05.009
411,1,1,1429,5,8,1,2021-03-16 01:50:05.009
412,1,1,2088,10,8,1,2021-03-16 01:50:05.009
413,1,1,2801,9,13,1,2021-03-16 01:50:05.009
414,1,1,2412,9,7,1,2021-03-16 01:50:05.009
415,1,1,2985,8,11,1,2021-03-16 01:50:05.009
416,1,1,329,8,9,1,2021-03-16 01:50:05.009
417,1,1,181,9,5,1,2021-03-16 01:50:05.01
418,1,1,1985,8,14,1,2021-03-16 01:50:05.01
419,1,1,302,10,10,1,2021-03-16 01:50:05.01
420,1,1,2494,3,11,1,2021-03-16 01:50:05.01
421,1,1,268,7,15,1,2021-03-16 01:50:05.01
422,1,1,1406,4,7,1,2021-03-16 01:50:05.01
423,1,1,1613,8,5,1,2021-03-16 01:50:05.01
424,1,1,463,1,12,1,2021-03-16 01:50:05.01
425,1,1,88,8,9,1,2021-03-16 01:50:05.01
426,1,1,1142,5,6,1,2021-03-16 01:50:05.01
427,1,1,2290,8,5,1,2021-03-16 01:50:05.01
428,1,1,1679,3,13,1,2021-03-16 01:50:05.01
429,1,1,2228,8,11,1,2021-03-16 01:50:05.01
430,1,1,308,6,6,1,2021-03-16 01:50:05.01
431,1,1,942,7,9,1,2021-03-16 01:50:05.01
432,1,1,2387,10,8,1,2021-03-16 01:50:05.01
433,1,1,708,6,6,1,2021-03-16 01:50:05.01
434,1,1,2315,2,9,1,2021-03-16 01:50:05.01
435,1,1,2560,8,13,1,2021-03-16 01:50:05.01
436,1,1,827,9,10,1,2021-03-16 01:50:05.01
437,1,1,671,6,11,1,2021-03-16 01:50:05.01
438,1,1,2245,8,7,1,2021-03-16 01:50:05.01
439,1,1,2151,1,14,1,2021-03-16 01:50:05.01
440,1,1,2998,4,7,1,2021-03-16 01:50:05.01
441,1,1,451,3,15,1,2021-03-16 01:50:05.01
442,1,1,62,1,8,1,2021-03-16 01:50:05.01
443,1,1,1466,2,5,1,2021-03-16 01:50:05.01
444,1,1,1641,6,7,1,2021-03-16 01:50:05.01
445,1,1,499,10,12,1,2021-03-16 01:50:05.011
446,1,1,606,2,15,1,2021-03-16 01:50:05.011
447,1,1,2793,8,11,1,2021-03-16 01:50:05.011
448,1,1,2860,6,7,1,2021-03-16 01:50:05.011
449,1,1,2174,5,12,1,2021-03-16 01:50:05.011
450,1,1,263,9,5,1,2021-03-16 01:50:05.011
451,1,1,2340,10,8,1,2021-03-16 01:50:05.011
452,1,1,1424,8,9,1,2021-03-16 01:50:05.011
453,1,1,2763,7,9,1,2021-03-16 01:50:05.011
454,1,1,1885,1,7,1,2021-03-16 01:50:05.011
455,1,1,696,8,6,1,2021-03-16 01:50:05.011
456,1,1,1812,6,10,1,2021-03-16 01:50:05.011
457,1,1,2772,10,10,1,2021-03-16 01:50:05.011
458,1,1,1813,1,12,1,2021-03-16 01:50:05.011
459,1,1,2266,4,15,1,2021-03-16 01:50:05.011
460,1,1,2013,4,9,1,2021-03-16 01:50:05.011
461,1,1,906,7,15,1,2021-03-16 01:50:05.011
462,1,1,485,5,6,1,2021-03-16 01:50:05.011
463,1,1,2223,5,10,1,2021-03-16 01:50:05.011
464,1,1,2160,2,14,1,2021-03-16 01:50:05.011
465,1,1,511,6,9,1,2021-03-16 01:50:05.011
466,1,1,1191,4,10,1,2021-03-16 01:50:05.011
467,1,1,717,2,11,1,2021-03-16 01:50:05.011
468,1,1,2123,1,6,1,2021-03-16 01:50:05.011
469,1,1,2244,3,9,1,2021-03-16 01:50:05.011
470,1,1,1004,7,6,1,2021-03-16 01:50:05.011
471,1,1,886,10,7,1,2021-03-16 01:50:05.011
472,1,1,697,4,12,1,2021-03-16 01:50:05.012
